JBS lab ID	T1 ID	T2 ID	HY T2 plant ID	Gene-ration	Batch ID	T-DNA insertion		Date harvested	Location stored	Date sown	Notes	
						Homo/Hetero	No. of insertions					
20	05	21		T3	1			03/07/06	"Box1, RT"		
20	05	22		T3	1			03/07/06	"Box1, RT"		
20	05	23		T3	1			03/07/06	"Box1, RT"		
20	05	24		T3	1			03/07/06	"Box1, RT"		
20	05	25		T3	1			03/07/06	"Box1, RT"		
20	05	26		T3	1			03/07/06	"Box1, RT"		
20	05	27		T3	1			03/07/06	"Box1, RT"		
20	05	28		T3	1			03/07/06	"Box1, RT"		
20	05	29		T3	1			03/07/06	"Box1, RT"		
20	05	30		T3	1			03/07/06	"Box1, RT"		
20	05	31		T3	1			03/07/06	"Box1, RT"		
20	05	33		T3	1			03/07/06	"Box1, RT"		
20	05	34		T3	1			03/07/06	"Box1, RT"		
20	05	35		T3	1			03/07/06	"Box1, RT"		
20	08	01	20-8-1	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	04	20-8-4	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	05	20-8-5	T3	1	Homo		03/12/06	"Box1, RT"	Apr 06	
20	08	06	20-8-6	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	07	20-8-7	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	09	20-8-9	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	12	20-8-12	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	13	20-8-13	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	14	20-8-14	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	16	20-8-16	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	17	20-8-17	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	18	20-8-18	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	19	20-8-19	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	20	20-8-20	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	21	20-8-21	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	22	20-8-22	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	24	20-8-24	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	25	20-8-25	T3	1	Homo		03/12/06	"Box1, RT"	Apr 06	
20	08	26	20-8-26	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	27	20-8-27	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	28	20-8-28	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	29	20-8-29	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	30	20-8-30	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	31	20-8-31	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	32	20-8-32	T3	1	Homo		03/12/06	"Box1, RT"	Apr 06	
20	08	33	20-8-33	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	34	20-8-34	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	35	20-8-35	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	08	36	20-8-36	T3	1	Hetero		03/12/06	"Box1, RT"	Apr 06	
20	11	02		T3	1			03/25/06	"Box1, RT"		
20	11	03		T3	1			03/25/06	"Box1, RT"		
20	11	04		T3	1			03/25/06	"Box1, RT"		
20	11	07		T3	1			03/25/06	"Box1, RT"		
20	11	08		T3	1			03/25/06	"Box1, RT"		
20	11	09		T3	1			03/25/06	"Box1, RT"		
20	11	11		T3	1			03/25/06	"Box1, RT"		
20	11	12		T3	1			03/25/06	"Box1, RT"		
20	11	13		T3	1			03/25/06	"Box1, RT"		
20	11	14		T3	1			03/25/06	"Box1, RT"		
20	11	16		T3	1			03/25/06	"Box1, RT"		
20	11	17		T3	1			03/25/06	"Box1, RT"		
20	11	18		T3	1			03/25/06	"Box1, RT"		
20	11	19		T3	1			03/25/06	"Box1, RT"		
20	11	20		T3	1			03/25/06	"Box1, RT"		
20	11	21		T3	1			03/25/06	"Box1, RT"		
20	11	22		T3	1			03/25/06	"Box1, RT"		
20	11	23		T3	1			03/25/06	"Box1, RT"		
20	11	24		T3	1			03/25/06	"Box1, RT"		
20	11	25		T3	1			03/25/06	"Box1, RT"		
20	11	26		T3	1			03/25/06	"Box1, RT"		
20	11	27		T3	1			03/25/06	"Box1, RT"		
20	11	28		T3	1			03/25/06	"Box1, RT"		
20	11	29		T3	1			03/25/06	"Box1, RT"		
20	11	30		T3	1			03/25/06	"Box1, RT"		
20	11	31		T3	1			03/25/06	"Box1, RT"		
20	11	32		T3	1			03/25/06	"Box1, RT"		
20	11	33		T3	1			03/25/06	"Box1, RT"		
20	11	34		T3	1			03/25/06	"Box1, RT"		
20	11	35		T3	1			03/25/06	"Box1, RT"		
20	11	36		T3	1			03/25/06	"Box1, RT"		
21	09	01	21-9-1	T3	1	Homo		04/30/06		Aug 06	
21	09	02		T3	1	Hetero		04/30/06		Aug 06	
21	09	03		T3	1	Hetero		04/30/06		Aug 06	
21	09	04		T3	1	Hetero		04/30/06		Aug 06	
21	09	05		T3	1	Homo		04/30/06		Aug 06	
21	09	06		T3	1	Hetero		04/30/06		Aug 06	
21	09	07		T3	1	Homo		04/30/06		Aug 06	
21	09	08		T3	1	Hetero		04/30/06		Aug 06	
21	09	09		T3	1	Homo		04/30/06		Aug 06	
21	09	10		T3	1	Hetero		04/30/06		Aug 06	
21	09	11		T3	1			04/30/06			
21	09	12		T3	1			04/30/06			
21	09	13		T3	1			04/30/06			
21	09	14		T3	1			04/30/06			
21	09	15		T3	1			04/30/06			
21	09	16		T3	1			04/30/06			
21	09	17		T3	1			04/30/06			
21	09	18		T3	1			04/30/06			
21	09	19		T3	1			04/30/06			
21	09	20		T3	1			04/30/06			
21	09	21		T3	1			04/30/06			
21	09	22		T3	1			04/30/06			
21	09	23		T3	1			04/30/06			
21	09	24		T3	1			04/30/06			
21	09	25		T3	1			04/30/06			
21	10	01		T3	1	Hetero		05/13/06		Aug 06	
21	10	02		T3	1	Hetero		05/13/06		Aug 06	
21	10	03		T3	1	Hetero		05/13/06		Aug 06	
21	10	04		T3	1	Hetero		05/13/06		Aug 06	
21	10	05		T3	1	Hetero		05/13/06		Aug 06	
21	10	06		T3	1	Hetero		05/13/06		Aug 06	
21	10	07		T3	1	Hetero		05/13/06		Aug 06	
21	10	08		T3	1	Hetero		05/13/06		Aug 06	
21	10	09		T3	1	Hetero		05/13/06		Aug 06	
21	10	10		T3	1	Hetero		05/13/06		Aug 06	
21	10	11		T3	1	Hetero		05/13/06			
21	10	12		T3	1	Hetero		05/13/06			
21	10	13		T3	1	Hetero		05/13/06			
21	10	14		T3	1	Hetero		05/13/06			
21	10	15		T3	1	Hetero		05/13/06			
21	10	16		T3	1	Hetero		05/13/06			
21	10	17		T3	1	Hetero		05/13/06			
21	10	18		T3	1	Hetero		05/13/06			
21	10	19		T3	1	Hetero		05/13/06			
21	10	20		T3	1	Hetero		05/13/06			
21	10	21		T3	1			05/13/06			
21	10	22		T3	1			05/13/06			
21	10	23		T3	1			05/13/06			
21	10	24		T3	1			05/13/06			
21	10	25		T3	1			05/13/06			
21	10	26		T3	1			05/13/06			
21	15	01	21-15-1	T3	1	Hetero		05/03/06			
21	15	02	21-15-2	T3	1	Hetero		05/03/06			
21	15	03	21-15-3	T3	1	Hetero		05/03/06			
21	15	04	21-15-4	T3	1	Hetero		05/03/06			
21	15	05	21-15-5	T3	1	Homo		05/03/06			used all
21	15	06	21-15-6	T3	1	Hetero		05/03/06			
21	15	07	21-15-7	T3	1	Hetero		05/03/06			
21	15	08	21-15-8	T3	1	Hetero		05/03/06			
21	15	09	21-15-9	T3	1	Hetero		05/03/06			
21	15	10	21-15-10	T3	1	Hetero		05/03/06			
21	15	11	21-15-11	T3	1	Hetero		05/03/06			
21	15	12	21-15-12	T3	1	Homo		05/03/06			used all
21	15	13	21-15-13	T3	1	Hetero		05/03/06			
21	15	14	21-15-14	T3	1	Hetero		05/03/06			
21	15	15	21-15-15	T3	1	Hetero		05/03/06			
21	15	16	21-15-16	T3	1	Hetero		05/03/06			
21	15	17	21-15-17	T3	1	Hetero		05/03/06			
21	15	18	21-15-18	T3	1	Hetero		05/03/06			
21	15	19	21-15-19	T3	1	Hetero		05/03/06			
21	15	20	21-15-20	T3	1	Hetero		05/03/06			
21	15	21		T3	1			05/03/06			
21	15	22		T3	1			05/03/06			
21	15	23		T3	1			05/03/06			
21	15	24		T3	1			05/03/06			
21	15	25		T3	1			05/03/06			
21	15	26		T3	1			05/03/06			
21	15	27		T3	1			05/03/06			
21	15	28		T3	1			05/03/06			
21	15	29		T3	1			05/03/06			
21	15	30		T3	1			05/03/06			
21	15	31		T3	1			05/03/06			
22	06	01	22-6-1	T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	02		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	03		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	04		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	05		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	06		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	07		T3	1	Homo		07/25/06	"Box1, RT"		
22	06	08		T3	1	Homo		07/25/06	"Box1, RT"		
22	06	09		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	10		T3	1	Homo		07/25/06	"Box1, RT"		
22	06	11		T3	1	Hetero		07/25/06	"Box1, RT"		
22	06	12		T3	1	Homo		07/25/06	"Box1, RT"		
22	06	13		T3	1			07/25/06	"Box1, RT"		
22	06	14		T3	1			07/25/06	"Box1, RT"		
22	06	15		T3	1			07/25/06	"Box1, RT"		
22	06	16		T3	1			07/25/06	"Box1, RT"		
22	06	17		T3	1			07/25/06	"Box1, RT"		
22	06	18		T3	1			07/25/06	"Box1, RT"		
22	06	19		T3	1			07/25/06	"Box1, RT"		
22	06	20		T3	1			07/25/06	"Box1, RT"		
22	06	21		T3	1			07/25/06	"Box1, RT"		
22	06	22		T3	1			07/25/06	"Box1, RT"		
22	06	23		T3	1			07/25/06	"Box1, RT"		
22	06	24		T3	1			07/25/06	"Box1, RT"		
22	06	25		T3	1			07/25/06	"Box1, RT"		
22	06	26		T3	1			07/25/06	"Box1, RT"		
22	06	27		T3	1			07/25/06	"Box1, RT"		
22	06	28		T3	1			07/25/06	"Box1, RT"		
22	06	29		T3	1			07/25/06	"Box1, RT"		
22	06	30		T3	1			07/25/06	"Box1, RT"		
22	08	01	22-8-1	T3	1	Homo		07/10/06	"Box1, RT"		
22	08	02		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	03		T3	1	Homo		07/10/06	"Box1, RT"		
22	08	04		T3	1	Homo		07/10/06	"Box1, RT"		
22	08	05		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	06		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	07		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	08		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	09		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	10		T3	1	Homo		07/10/06	"Box1, RT"		
22	08	11		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	12		T3	1	Hetero		07/10/06	"Box1, RT"		
22	08	19		T3	1			07/10/06	"Box1, RT"		
22	08	20		T3	1			07/10/06	"Box1, RT"		
22	08	21		T3	1			07/10/06	"Box1, RT"		
22	08	22		T3	1			07/10/06	"Box1, RT"		
22	08	23		T3	1			07/10/06	"Box1, RT"		
22	08	24		T3	1			07/10/06	"Box1, RT"		
22	08	26		T3	1			07/10/06	"Box1, RT"		
22	08	27		T3	1			07/10/06	"Box1, RT"		
22	08	28		T3	1			07/10/06	"Box1, RT"		
22	08	30		T3	1			07/10/06	"Box1, RT"		
22	08	31		T3	1			07/10/06	"Box1, RT"		
22	08	32		T3	1			07/10/06	"Box1, RT"		
22	08	33		T3	1			07/10/06	"Box1, RT"		
22	08	34		T3	1			07/10/06	"Box1, RT"		
22	08	35		T3	1			07/10/06	"Box1, RT"		
22	08	36	22-8-36	T3	1			07/10/06	"Box1, RT"		
22	13	01	22-13-1	T3	1	Hetero		08/02/06			
22	13	02		T3	1	Hetero		08/02/06			
22	13	03		T3	1	Hetero		08/02/06			
22	13	04		T3	1	Hetero		08/02/06			
22	13	05		T3	1	Hetero		08/02/06			
22	13	06		T3	1	Hetero		08/02/06			
22	13	07		T3	1	Hetero		08/02/06			
22	13	08		T3	1	Hetero		08/02/06			
22	13	09		T3	1	Hetero		08/02/06			
22	13	10		T3	1	Hetero		08/02/06			
22	13	11		T3	1	Hetero		08/02/06			
22	13	12		T3	1	Hetero		08/02/06			
22	13	13		T3	1			08/02/06			
22	13	14		T3	1			08/02/06			
22	13	15		T3	1			08/02/06			
22	13	16		T3	1			08/02/06			
22	13	17		T3	1			08/02/06			
22	13	18		T3	1			08/02/06			
22	13	19		T3	1			08/02/06			
22	13	20		T3	1			08/02/06			
22	13	21		T3	1			08/02/06			
22	13	22		T3	1			08/02/06			
22	13	23		T3	1			08/02/06			
22	13	24		T3	1			08/02/06			
22	13	25		T3	1			08/02/06			
22	13	26		T3	1			08/02/06			
22	13	27		T3	1			08/02/06			
22	13	28		T3	1			08/02/06			
22	13	29		T3	1			08/02/06			
22	13	30		T3	1			08/02/06			
22	13	31		T3	1			08/02/06			
22	13	32		T3	1			08/02/06			
22	13	33		T3	1			08/02/06			
22	13	34		T3	1			08/02/06			
22	13	35		T3	1			08/02/06			
22	18	01	22-18-1	T3	1			07/26/06			
22	18	02		T3	1			07/26/06			
22	18	03		T3	1			07/26/06			
22	18	04		T3	1			07/26/06			
22	18	05		T3	1			07/26/06			
22	18	06		T3	1			07/26/06			
22	18	07		T3	1			07/26/06			
22	18	08		T3	1			07/26/06			
22	18	09		T3	1			07/26/06			
22	18	10		T3	1			07/26/06			
22	18	11		T3	1			07/26/06			
22	18	12		T3	1			07/26/06			
22	18	13		T3	1			07/26/06			
22	23	01	22-23-1	T3	1			07/30/06			
22	23	02		T3	1			07/30/06			
22	23	03		T3	1			07/30/06			
22	23	04		T3	1			07/30/06			
22	23	05		T3	1			07/30/06			
22	23	06		T3	1			07/30/06			
22	23	07		T3	1			07/30/06			
22	23	08		T3	1			07/30/06			
22	23	09		T3	1			07/30/06			
22	23	10		T3	1			07/30/06			
22	23	11		T3	1			07/30/06			
22	23	12		T3	1			07/30/06			
22	23	13		T3	1			07/30/06			
22	23	14		T3	1			07/30/06			
22	23	15		T3	1			07/30/06			
22	23	16		T3	1			07/30/06			
22	23	17		T3	1			07/30/06			
22	23	18		T3	1			07/30/06			
22	23	19		T3	1			07/30/06			
22	23	20		T3	1			07/30/06			
22	23	21		T3	1			07/30/06			
22	23	22		T3	1			07/30/06			
22	23	23		T3	1			07/30/06			
22	23	24		T3	1			07/30/06			
22	23	25		T3	1			07/30/06			
22	23	26		T3	1			07/30/06			
22	23	27		T3	1			07/30/06			
22	23	28		T3	1			07/30/06			
23	06	01	23-6-1	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	02	23-6-2	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	03	23-6-3	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	04	23-6-4	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	05	23-6-5	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	06	23-6-6	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	07	23-6-7	T3	1	Homo		04/29/06	"Box1, RT"	May 06	
23	06	08	23-6-8	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	09	23-6-9	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	10	23-6-10	T3	1	Homo		04/29/06	"Box1, RT"	May 06	
23	06	11	23-6-11	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	12	23-6-12	T3	1	Hetero		04/29/06	"Box1, RT"	May 06	
23	06	13		T3	1			04/29/06	"Box1, RT"		
23	06	14		T3	1			04/29/06	"Box1, RT"		
23	06	15		T3	1			04/29/06	"Box1, RT"		
23	06	16		T3	1			04/29/06	"Box1, RT"		
23	06	17		T3	1			04/29/06	"Box1, RT"		
23	06	19		T3	1			04/29/06	"Box1, RT"		
23	06	20		T3	1			04/29/06	"Box1, RT"		
23	06	21		T3	1			04/29/06	"Box1, RT"		
23	06	22		T3	1			04/29/06	"Box1, RT"		
23	06	23		T3	1			04/29/06	"Box1, RT"		
23	06	24		T3	1			04/29/06	"Box1, RT"		
23	06	25		T3	1			04/29/06	"Box1, RT"		
23	06	26		T3	1			04/29/06	"Box1, RT"		
23	06	27		T3	1			04/29/06	"Box1, RT"		
23	06	28		T3	1			04/29/06	"Box1, RT"		
23	06	29		T3	1			04/29/06	"Box1, RT"		
23	06	30		T3	1			04/29/06	"Box1, RT"		
23	06	31		T3	1			04/29/06	"Box1, RT"		
23	06	32		T3	1			04/29/06	"Box1, RT"		
23	06	33		T3	1			04/29/06	"Box1, RT"		
23	06	35		T3	1			04/29/06	"Box1, RT"		
23	15	01	23-15-1	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	02	23-15-2	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	03	23-15-3	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
23	15	04	23-15-4	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	05	23-15-5	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	06	23-15-6	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	07	23-15-7	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	08	23-15-8	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
23	15	09	23-15-9	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
23	15	10	23-15-10	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	11	23-15-11	T3	1	Hetero		05/25/06	"Box1, RT"	May 06	
23	15	12	23-15-12	T3	1	Homo		05/25/06	"Box1, RT"	May 06	
23	15	13		T3	1			05/25/06	"Box1, RT"		
23	15	14		T3	1			05/25/06	"Box1, RT"		
23	15	15		T3	1			05/25/06	"Box1, RT"		
23	15	16		T3	1			05/25/06	"Box1, RT"		
23	15	17		T3	1			05/25/06	"Box1, RT"		
23	15	18		T3	1			05/25/06	"Box1, RT"		
23	15	19		T3	1			05/25/06	"Box1, RT"		
23	15	20		T3	1			05/25/06	"Box1, RT"		
23	15	21		T3	1			05/25/06	"Box1, RT"		
23	15	22		T3	1			05/25/06	"Box1, RT"		
23	15	23		T3	1			05/25/06	"Box1, RT"		
23	15	24		T3	1			05/25/06	"Box1, RT"		
23	15	25		T3	1			05/25/06	"Box1, RT"		
23	15	26		T3	1			05/25/06	"Box1, RT"		
23	15	27		T3	1			05/25/06	"Box1, RT"		
23	15	28		T3	1			05/25/06	"Box1, RT"		
23	15	29		T3	1			05/25/06	"Box1, RT"		
23	15	30		T3	1			05/25/06	"Box1, RT"		
23	15	31		T3	1			05/25/06	"Box1, RT"		
24	02	01	24-2-1	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	02	24-2-2	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	03	24-2-3	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	04	24-2-4	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	05	24-2-5	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	06	24-2-6	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	07	24-2-7	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	08	24-2-8	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	09	24-2-9	T3	1	Homo		04/24/06	"Box1, RT"	Apr 06	
24	02	10	24-2-10	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	11	24-2-11	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	12	24-2-12	T3	1	Hetero		04/24/06	"Box1, RT"	Apr 06	
24	02	13	24-2-13	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	14	24-2-14	T3	1	Homo		04/24/06	"Box1, RT"	05/30/06	
24	02	15	24-2-15	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	16	24-2-16	T3	1	Homo		04/24/06	"Box1, RT"	May 06	
24	02	17	24-2-17	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	18	24-2-18	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	19	24-2-19	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	20	24-2-20	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	21	24-2-21	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	22	24-2-22	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	23	24-2-23	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	02	24	24-2-24	T3	1	Hetero		04/24/06	"Box1, RT"	May 06	
24	07	01	24-7-1	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	02	24-7-2	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	03	24-7-3	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	04	24-7-4	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	05	24-7-5	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	06	24-7-6	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	07	24-7-7	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	08	24-7-8	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	09	24-7-9	T3	1			04/25/06	"Box1, RT"		not germinated well
24	07	10	24-7-10	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	11	24-7-11	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	12	24-7-12	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	13	24-7-13	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	14	24-7-14	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	15	24-7-15	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	16	24-7-16	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	17	24-7-17	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	18	24-7-18	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	19	24-7-19	T3	1	Homo		04/25/06	"Box1, RT"	May 06	
24	07	20	24-7-20	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	07	21	24-7-21	T3	1	Hetero		04/25/06	"Box1, RT"	May 06	
24	08	01	24-8-1	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	02	24-8-2	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	03	24-8-3	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	04	24-8-4	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	05	24-8-5	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	06	24-8-6	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	07	24-8-7	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	08	24-8-8	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	09	24-8-9	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	10	24-8-10	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	11	24-8-11	T3	1			04/30/06	"Box1, RT"		no germinating
24	08	12	24-8-12	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	13	24-8-13	T3	1	Homo		04/30/06	"Box1, RT"	05/30/06	
24	08	14	24-8-14	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	15	24-8-15	T3	1	Homo		04/30/06	"Box1, RT"	05/30/06	
24	08	16	24-8-16	T3	1	Homo		04/30/06	"Box1, RT"	05/30/06	
24	08	17	24-8-17	T3	1	Homo		04/30/06	"Box1, RT"	05/30/06	
24	08	18	24-8-18	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	19	24-8-19	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	20	24-8-20	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	21	24-8-21	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	22	24-8-22	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
24	08	23	24-8-23	T3	1	Hetero		04/30/06	"Box1, RT"	05/30/06	
25	06	01	25-6-1	T3	1			05/16/06			
25	06	02		T3	1			05/16/06			
25	06	03		T3	1			05/16/06			
25	06	04		T3	1			05/16/06			
25	06	06		T3	1			05/16/06			
25	06	07		T3	1			05/16/06			
25	06	08		T3	1			05/16/06			
25	06	09		T3	1			05/16/06			
25	06	11		T3	1			05/16/06			
25	06	12		T3	1			05/16/06			
25	06	13		T3	1			05/16/06			
25	06	14		T3	1			05/16/06			
25	06	16		T3	1			05/16/06			
25	06	17		T3	1			05/16/06			
25	06	18		T3	1			05/16/06			
25	06	19		T3	1			05/16/06			
25	06	20		T3	1			05/16/06			
25	06	22		T3	1			05/16/06			
25	06	23		T3	1			05/16/06			
25	06	24		T3	1			05/16/06			
25	06	25		T3	1			05/16/06			
25	06	27		T3	1			05/16/06			
25	06	28		T3	1			05/16/06			
25	06	29		T3	1			05/16/06			
25	06	30		T3	1			05/16/06			
25	06	33		T3	1			05/16/06			
25	06	34		T3	1			05/16/06			
25	06	36	25-6-36	T3	1			05/16/06			
25	13	01	25-13-1	T3	1	Hetero		04/29/06			
25	13	02		T3	1	Homo		04/29/06			
25	13	03		T3	1	Hetero		04/29/06			
25	13	04		T3	1	Homo		04/29/06			
25	13	05		T3	1	Hetero		04/29/06			
25	13	06		T3	1	Homo		04/29/06			
25	13	07		T3	1	Hetero		04/29/06			
25	13	08		T3	1	Hetero		04/29/06			
25	13	09		T3	1	Homo		04/29/06			
25	13	10		T3	1	Hetero		04/29/06			
25	13	11		T3	1			04/29/06			
25	13	12		T3	1			04/29/06			
25	13	13		T3	1			04/29/06			
25	13	14		T3	1			04/29/06			
25	13	15		T3	1			04/29/06			
25	13	16		T3	1			04/29/06			
25	13	17		T3	1			04/29/06			
25	13	18		T3	1			04/29/06			
25	13	19		T3	1			04/29/06			
25	13	20		T3	1			04/29/06			
25	13	21		T3	1			04/29/06			
25	13	22		T3	1			04/29/06			
25	13	23		T3	1			04/29/06			
25	13	24		T3	1			04/29/06			
25	14	01	25-14-1	T3	1	Hetero		06/21/06			
25	14	02	25-14-2	T3	1	Hetero		06/21/06			
25	14	03	25-14-3	T3	1	Hetero		06/21/06			
25	14	04	25-14-4	T3	1	Hetero		06/21/06			
25	14	05	25-14-5	T3	1	Hetero		06/21/06			
25	14	06	25-14-6	T3	1	Hetero		06/21/06			
25	14	07	25-14-7	T3	1	Hetero		06/21/06			
25	14	08	25-14-8	T3	1	Hetero		06/21/06			
25	14	09	25-14-9	T3	1	Hetero		06/21/06			
25	14	10	25-14-10	T3	1	Hetero		06/21/06			
25	14	11	25-14-11	T3	1	Hetero		06/21/06			
25	14	12	25-14-12	T3	1	Hetero		06/21/06			
25	14	13	25-14-13	T3	1	Hetero		06/21/06			
