Library	ID	Plate	Well	Raw Value	Score	Stdev
MS	L145718	AT006-01	B03	4780.666667	1.025076872	434.8129866
MS	L145998	AT006-01	B04	5181.666667	1.0286428	153.9133956
MS	L146781	AT006-01	B05	4564	0.907452333	664.5577477
MS	L147621	AT006-01	B06	4183.333333	0.968329952	29.67041175
MS	ST002555	AT006-01	B07	3583.666667	0.768414548	316.8932523
MS	ST002619	AT006-01	B08	5182.333333	1.028775144	235.2282579
MS	ST002719	AT006-01	B09	4981	0.990363732	829.6993431
MS	ST002823	AT006-01	B10	4196.666667	0.971416263	1696.266587
MS	ST002926	AT006-01	B11	3689.333333	0.791071734	361.1098632
MS	L144606	AT006-01	C02	5157.666667	1.02387842	362.491839
MS	L145726	AT006-01	C03	5021.666667	0.998449415	573.5785328
MS	L146021	AT006-01	C04	5083	1.17657876	210.4447671
MS	L146900	AT006-01	C05	4826.333333	1.034868779	87.21429546
MS	L147729	AT006-01	C06	5413	1.074566126	27.87471973
MS	ST002557	AT006-01	C07	4988	0.99175553	125.1079534
MS	ST002626	AT006-01	C08	4188.333333	0.969487319	340.6058328
MS	ST002741	AT006-01	C09	5130	1.099981387	491.8851492
MS	ST002838	AT006-01	C10	5450.333333	1.081977383	84.55964364
MS	ST002938	AT006-01	C11	5713.666667	1.136038595	986.9089793
MS	L145068	AT006-01	D02	4322.333333	1.00050474	454.6254869
MS	L145734	AT006-01	D03	4413	0.946241298	172.6586227
MS	L146080	AT006-01	D04	5322.333333	1.056567358	188.9056202
MS	L146943	AT006-01	D05	5852	1.163543175	695.8210977
MS	L147982	AT006-01	D06	4732.333333	1.095408791	87.23722447
MS	ST002559	AT006-01	D07	6461.666667	1.385519116	389.3229165
MS	ST002642	AT006-01	D08	5880	1.167273013	154.3113735
MS	ST002749	AT006-01	D09	6218.666667	1.236446883	722.5851738
MS	ST002839	AT006-01	D10	4753.666667	1.100346888	207.5483879
MS	ST002940	AT006-01	D11	5593.333333	1.199329933	304.1074372
MS	L145211	AT006-01	E02	4310.333333	0.85566935	112.0951976
MS	L145750	AT006-01	E03	4722	0.938867203	700.4277265
MS	L146188	AT006-01	E04	5252	1.215697747	132.8645927
MS	L146978	AT006-01	E05	3862.666667	0.828238097	122.2797339
MS	L148016	AT006-01	E06	5485	1.088859265	185.0162155
MS	ST002568	AT006-01	E07	6502.666667	1.292914119	804.8883981
MS	ST002666	AT006-01	E08	4469.666667	1.034608473	167.407686
MS	ST002788	AT006-01	E09	4967.333333	1.065102185	138.8968442
MS	ST002840	AT006-01	E10	4010.666667	0.796180776	127.0052492
MS	ST002942	AT006-01	E11	5599.666667	1.113372169	927.905886
MS	L145300	AT006-01	F02	5281.666667	1.222564788	191.8914624
MS	L145769	AT006-01	F03	5288	1.133859956	183.9918476
MS	L146323	AT006-01	F04	5111	1.014614349	213.2768154
MS	L147052	AT006-01	F05	5021.333333	0.998383139	37.6342043
MS	L148105	AT006-01	F06	4966.333333	1.149573543	47.648015
MS	ST002573	AT006-01	F07	5161.333333	1.106699922	99.22869209
MS	ST002667	AT006-01	F08	5110	1.014415833	179.2177447
MS	ST002789	AT006-01	F09	4783.666667	0.951128282	979.886388
MS	ST002842	AT006-01	F10	4760.666667	1.101967202	31.08590249
MS	ST002944	AT006-01	F11	4860.333333	1.042159104	489.4663761
MS	L145343	AT006-01	G02	5542.333333	1.100240838	37.5410886
MS	L145777	AT006-01	G03	5453.666667	1.084343238	818.5874012
MS	L146412	AT006-01	G04	4730	1.094868687	56
MS	L147192	AT006-01	G05	5403.333333	1.158589882	35.07610773
MS	L148229	AT006-01	G06	5290.333333	1.050214852	205.7968254
MS	ST002579	AT006-01	G07	4132.333333	0.821624786	300.2238054
MS	ST002674	AT006-01	G08	5387.333333	1.2470238	263.0158424
MS	ST002792	AT006-01	G09	4356	0.934019283	196.9238431
MS	ST002854	AT006-01	G10	4696.666667	0.932362628	244.4265397
MS	ST002947	AT006-01	G11	6015.666667	1.19608474	1260.254472
MS	L145645	AT006-01	H02	3941	0.912236257	140.502669
MS	L145807	AT006-01	H03	4242.666667	0.9097182	242.2030828
MS	L146463	AT006-01	H04	5891.333333	1.169522859	179.7284989
MS	L147486	AT006-01	H05	3706	0.736857657	1828.852099
MS	L148245	AT006-01	H06	4900	1.134219147	276.5122059
MS	ST002590	AT006-01	H07	5139.333333	1.101982653	315.2718404
MS	ST002679	AT006-01	H08	5366	1.065235882	158.4266392
MS	ST002811	AT006-01	H09	5673	1.127952911	650.0246149
MS	ST002922	AT006-01	H10	4621	1.069638098	299.7815872
MS	ST002952	AT006-01	H11	4668	1.000918736	97.52435593
MS	L148288	AT007-01	A02	4500.666667	0.893453527	116.362938
MS	L149861	AT007-01	A03	5183.333333	1.030593323	585.3078962
MS	L152005	AT007-01	A04	5316	1.230512038	103.5229443
MS	L152528	AT007-01	A05	4276	0.916865577	600.8269302
MS	L154970	AT007-01	A06	3511.666667	0.697121383	155.2879047
MS	ST002961	AT007-01	A07	3193.333333	0.634925018	548.4909601
MS	ST003099	AT007-01	A08	3324.666667	0.769571549	144.2232066
MS	ST003141	AT007-01	A09	3414	0.732034397	227.4620848
MS	ST003329	AT007-01	A10	5309.666667	1.054052825	325.2081385
MS	ST003372	AT007-01	A11	3465	0.688940038	504.8989998
MS	L148482	AT007-01	B02	5030.333333	1.164387834	249.5242139
MS	L150487	AT007-01	B03	4851.333333	1.040229312	258.5736517
MS	L152013	AT007-01	B04	4262	0.846074419	168.5556288
MS	L153303	AT007-01	B05	4288	0.852575724	692.2015602
MS	L154989	AT007-01	B06	3830.666667	0.886697037	226.2439686
MS	ST002984	AT007-01	B07	4121.666667	0.88377322	243.7874758
MS	ST003100	AT007-01	B08	4786	0.950096708	474.3131877
MS	ST003143	AT007-01	B09	3473.666667	0.690663217	912.0906388
MS	ST003336	AT007-01	B10	4638.333333	1.073650302	260.1582852
MS	ST003373	AT007-01	B11	5099.666667	1.093477274	331.2360689
MS	L148490	AT007-01	C02	4755	0.943942717	235.6883536
MS	L150517	AT007-01	C03	4012	0.797699115	954.1467392
MS	L152021	AT007-01	C04	4037	0.934457693	222.0270254
MS	L154016	AT007-01	C05	4976	1.066960503	98.14784766
MS	L155004	AT007-01	C06	5025.666667	0.997674332	205.2421334
MS	ST002987	AT007-01	C07	5277	1.049216906	249.5776432
MS	ST003102	AT007-01	C08	3946.333333	0.913470781	101.2784939
MS	ST003157	AT007-01	C09	3091.333333	0.662847783	145.7612203
MS	ST003338	AT007-01	C10	3537.333333	0.702216622	198.4372277
MS	ST003377	AT007-01	C11	5522.333333	1.097996115	332.7045737
MS	L148504	AT007-01	D02	4727.666667	1.094328583	70.88253193
MS	L150568	AT007-01	D03	5300.333333	1.136504486	172.3958623
MS	L152048	AT007-01	D04	5432	1.078337926	94.88413988
MS	L154512	AT007-01	D05	5587.333333	1.110919954	1160.810206
MS	L155012	AT007-01	D06	5361	1.240928337	187.5979744
MS	ST002998	AT007-01	D07	5403.666667	1.158661356	124.4199877
MS	ST003110	AT007-01	D08	5793	1.150002137	222.4477467
MS	ST003159	AT007-01	D09	5183	1.030527047	724.921375
MS	ST003345	AT007-01	D10	5626.333333	1.302345918	286.3255723
MS	ST003380	AT007-01	D11	5864.333333	1.257438112	220.8740214
MS	L148598	AT007-01	E02	3659.333333	0.726435552	132.3719507
MS	L150673	AT007-01	E03	3680.666667	0.731820673	525.1983752
MS	L152064	AT007-01	E04	4280.666667	0.99086002	213.4720903
MS	L154881	AT007-01	E05	10396.66667	2.229267022	402.5373689
MS	L155039	AT007-01	E06	5267.666667	1.04571516	307.7423164
MS	ST003001	AT007-01	E07	4756.333333	0.945693641	858.8727108
MS	ST003111	AT007-01	E08	4982.666667	1.153354273	354.7200774
MS	ST003186	AT007-01	E09	5028	1.078110412	207.0289835
MS	ST003357	AT007-01	E10	4198.666667	0.83350175	198.0159926
MS	ST003381	AT007-01	E11	3361	0.668261896	285.973775
MS	L148717	AT007-01	F02	4699.333333	1.087770173	147.4121207
MS	L151785	AT007-01	F03	4811	1.031580985	48.03123983
MS	L152110	AT007-01	F04	5027	0.99793902	226.3028944
MS	L154903	AT007-01	F05	4634.666667	0.921502866	516.8078302
MS	L155047	AT007-01	F06	10973.33333	2.540033628	331.1560559
MS	ST003069	AT007-01	F07	5112.333333	1.096193277	184.1095688
MS	ST003115	AT007-01	F08	4829.666667	0.958765232	277.5361838
MS	ST003198	AT007-01	F09	4864.666667	0.967233373	351.5427902
MS	ST003361	AT007-01	F10	3864	0.894412813	213.0797973
MS	ST003383	AT007-01	F11	4788.333333	1.026720768	261.9471957
MS	L148725	AT007-01	G02	4380	0.869499285	110.1090369
MS	L151793	AT007-01	G03	4817.666667	0.957888444	480.4813559
MS	L152315	AT007-01	G04	4178.666667	0.967249744	289.9867813
MS	L154911	AT007-01	G05	6966.666667	1.493801884	230.7516703
MS	L155055	AT007-01	G06	4565.333333	0.906290884	67.00248752
MS	ST003070	AT007-01	G07	5290.333333	1.05186795	989.2958775
MS	ST003122	AT007-01	G08	4090.666667	0.946880094	64.50839739
MS	ST003207	AT007-01	G09	6012	1.289100994	235.6947178
MS	ST003362	AT007-01	G10	5130.666667	1.018518493	327.5367664
MS	ST003384	AT007-01	G11	5492.666667	1.092097542	637.0606983
MS	L149209	AT007-01	H02	3926.666667	0.908918473	225.9409952
MS	L151998	AT007-01	H03	4871.666667	1.044589212	147.8862175
MS	L152498	AT007-01	H04	4904.666667	0.973653918	379.4474052
MS	L154946	AT007-01	H05	3521.666667	0.700206975	146.8752305
MS	L155071	AT007-01	H06	4531.333333	1.048882659	173.5521055
MS	ST003098	AT007-01	H07	4851.333333	1.040229312	354.1529801
MS	ST003128	AT007-01	H08	5539.333333	1.099645291	209.5383815
MS	ST003209	AT007-01	H09	4863	0.966901993	289.9430979
MS	ST003371	AT007-01	H10	4659.333333	1.078511241	109.6555212
MS	ST003392	AT007-01	H11	5747.666667	1.232422291	163.4757882
MS	L156027	AT008-01	A02	4865	0.965779457	224.5417556
MS	L157384	AT008-01	A03	4693.666667	0.933233735	803.0406797
MS	L158275	AT008-01	A04	4693.333333	1.086381333	280.8421858
MS	L159514	AT008-01	A05	4051.333333	0.868692253	327.1793596
MS	L161829	AT008-01	A06	5301.666667	1.052464698	147.7644522
MS	ST003404	AT008-01	A07	5018	0.997720378	445.5827645
MS	ST003536	AT008-01	A08	5019.333333	1.161841627	290.6446857
MS	ST003854	AT008-01	A09	4867.666667	1.043731527	383.6096106
MS	ST003951	AT008-01	A10	3803.666667	0.755088002	208.461827
MS	ST004089	AT008-01	A11	7252	1.441902787	507.5834907
MS	L156078	AT008-01	B02	5241.666667	1.213305857	1913.126324
MS	L157589	AT008-01	B03	5297.333333	1.135861222	246.4474251
MS	L158283	AT008-01	B04	4022	0.798430622	220.99095
MS	L159573	AT008-01	B05	4793.666667	0.953116564	167.8223267
MS	L161837	AT008-01	B06	4243.666667	0.982295508	172.3059295
MS	ST003415	AT008-01	B07	5454	1.169453896	267.0056179
MS	ST003537	AT008-01	B08	3568.666667	0.708436784	277.3199115
MS	ST003867	AT008-01	B09	2644.333333	0.525768285	377.9157754
MS	ST003998	AT008-01	B10	3126.666667	0.723739837	171.0477516
MS	ST004094	AT008-01	B11	3096.333333	0.66391989	258.5195028
MS	L156108	AT008-01	C02	5133	1.018981697	229.418831
MS	L157600	AT008-01	C03	5176.333333	1.029201525	719.5563448
MS	L158690	AT008-01	C04	4235	0.980289406	136.7150321
MS	L159654	AT008-01	C05	5388.666667	1.155445036	243.1179412
MS	L161845	AT008-01	C06	4184.666667	0.830722529	226.8442931
MS	ST003425	AT008-01	C07	4471	0.888961302	588.2065964
MS	ST003543	AT008-01	C08	4140.333333	0.958376601	266.7664397
MS	ST003874	AT008-01	C09	3975	0.852324759	149.4389507
MS	ST004013	AT008-01	C10	3900.666667	0.774344036	164.1351069
MS	ST004110	AT008-01	C11	3841.666667	0.763832029	153.8841556
MS	L156329	AT008-01	D02	3683	0.852516147	233.1673219
MS	L158003	AT008-01	D03	3583.333333	0.768343074	145.9737419
MS	L158852	AT008-01	D04	5278.666667	1.047898834	30.92463958
MS	L160075	AT008-01	D05	6007.666667	1.194494113	501.8379553
MS	L162000	AT008-01	D06	3909.666667	0.904983427	101.7906348
MS	ST003431	AT008-01	D07	5313.333333	1.139291963	156.3468367
MS	ST003544	AT008-01	D08	5342.333333	1.060537675	36.9368831
MS	ST003887	AT008-01	D09	5361.333333	1.065984759	431.6599742
MS	ST004052	AT008-01	D10	5598.666667	1.295941823	420.019444
MS	ST004200	AT008-01	D11	5347.666667	1.146653762	363.2276605
MS	L156337	AT008-01	E02	4850.333333	0.962867892	242.3145339
MS	L158119	AT008-01	E03	4535	0.901686312	198.8190132
MS	L159174	AT008-01	E04	5697.333333	1.318780522	99.81148898
MS	L161551	AT008-01	E05	4880.666667	1.046519004	56.61566332
MS	L162256	AT008-01	E06	3618.666667	0.718362575	159.302647
MS	ST003472	AT008-01	E07	3637	0.723138505	46.4865572
MS	ST003592	AT008-01	E08	3805.333333	0.880833047	94.93330993
MS	ST003943	AT008-01	E09	3439.666667	0.737537877	34.96188401
MS	ST004053	AT008-01	E10	5291.666667	1.05047954	63.57148208
MS	ST004287	AT008-01	E11	7442.333333	1.479746439	864.0001929
MS	L156418	AT008-01	F02	4859	1.124728742	61.02458521
MS	L158127	AT008-01	F03	5360.666667	1.149441239	279.5609653
MS	L159298	AT008-01	F04	4254.666667	0.844618636	174.7293145
MS	L161624	AT008-01	F05	4736.333333	0.941717076	241.226726
MS	L162442	AT008-01	F06	4767.666667	1.103587515	151.757482
MS	ST003502	AT008-01	F07	4507.666667	0.96653985	111.2669463
MS	ST003642	AT008-01	F08	5578.333333	1.107387408	173.782431
MS	ST003944	AT008-01	F09	5482.666667	1.090109259	447.0507056
MS	ST004078	AT008-01	F10	4516.333333	1.04541056	231.5692841
MS	ST004338	AT008-01	F11	5007.666667	1.073750512	143.1968342
MS	L157236	AT008-01	G02	5485.666667	1.088991609	129.0206702
MS	L158232	AT008-01	G03	5175.666667	1.029068973	460.3198164
MS	L159441	AT008-01	G04	4661.666667	1.079051345	67.47098142
MS	L161772	AT008-01	G05	5709.333333	1.224202807	68.03920438
MS	L162566	AT008-01	G06	5837	1.158736833	155.5667059
MS	ST003507	AT008-01	G07	5101.666667	1.014355679	132.9523724
MS	ST003679	AT008-01	G08	4793.333333	1.109528663	69.61561128
MS	ST003947	AT008-01	G09	6355.333333	1.362718981	160.132237
MS	ST004080	AT008-01	G10	5813.333333	1.154038625	339.3262933
MS	ST004347	AT008-01	G11	5741.333333	1.141539511	564.1492119
MS	L157376	AT008-01	H02	6119.666667	1.41653941	236.652347
MS	L158267	AT008-01	H03	6202.666667	1.329983993	175.5856866
MS	L159476	AT008-01	H04	5980.333333	1.187190767	61.15826464
MS	L161799	AT008-01	H05	5544.666667	1.102436613	219.3042027
MS	L163015	AT008-01	H06	4108	0.950892297	54.14794548
MS	ST003531	AT008-01	H07	6211.333333	1.331842311	139.7473912
MS	ST003769	AT008-01	H08	4507.333333	0.894776966	234.0733503
MS	ST003948	AT008-01	H09	6215.333333	1.235784122	80.6494472
MS	ST004085	AT008-01	H10	5950	1.377266107	198.9170681
MS	ST004355	AT008-01	H11	4823.666667	1.034296988	233.8297101
MS	L163163	AT009-01	A02	3330.666667	1.162139176	156.1420294
MS	L166359	AT009-01	A03	5523.333333	1.341598563	438.2309133
MS	L171247	AT009-01	A04	3839.333333	1.143256539	240.0340254
MS	L171840	AT009-01	A05	3328	1.130888273	245.5666916
MS	L172774	AT009-01	A06	3846.333333	1.342066048	316.4132319
MS	ST004357	AT009-01	A07	4759.333333	1.156025605	476.3552596
MS	ST004396	AT009-01	A08	4514.333333	1.344254498	298.2957146
MS	ST004665	AT009-01	A09	3958.666667	1.345195226	204.773859
MS	ST004880	AT009-01	A10	3712	1.295194342	158.2371638
MS	ST004916	AT009-01	A11	5370.333333	1.304435392	1513.129318
MS	L163252	AT009-01	B02	3638.333333	1.083403814	375.3136466
MS	L168580	AT009-01	B03	3851.666667	1.308835537	136.6467465
MS	L171271	AT009-01	B04	3950.333333	1.37835382	452.7740422
MS	L171867	AT009-01	B05	6190.333333	1.503610556	1119.489765
MS	L172812	AT009-01	B06	4625.333333	1.377307496	54.53744891
MS	ST004359	AT009-01	B07	4095.333333	1.39163595	456.9029802
MS	ST004407	AT009-01	B08	4019	1.402313055	208.1994236
MS	ST004730	AT009-01	B09	5500	1.335930977	1193.613422
MS	ST004889	AT009-01	B10	4337.333333	1.291548367	208.7446606
MS	ST004917	AT009-01	B11	4084.333333	1.387898038	255.46885
MS	L164089	AT009-01	C02	3438.666667	1.199822632	394.2604892
MS	L168653	AT009-01	C03	6619	1.607732207	1813.446718
MS	L171298	AT009-01	C04	4102.333333	1.221571299	549.1396301
MS	L171875	AT009-01	C05	3618	1.229433225	491.9664623
MS	L172839	AT009-01	C06	4149.666667	1.447905384	101.7955467
MS	ST004360	AT009-01	C07	6114	1.485069453	1126.676085
MS	ST004416	AT009-01	C08	3981.666667	1.185639812	190.0692856
MS	ST004731	AT009-01	C09	4312.666667	1.465488029	213.9400227
MS	ST004893	AT009-01	C10	3899.333333	1.360558855	313.618133
MS	ST004925	AT009-01	C11	6291	1.528062141	1707.472694
MS	L164364	AT009-01	D02	5858	1.744364509	431.1391887
MS	L168807	AT009-01	D03	4003.666667	1.360486684	299.0540642
MS	L171786	AT009-01	D04	3891.333333	1.357767488	338.1129003
MS	L171905	AT009-01	D05	4620.333333	1.122262986	449.6324425
MS	L172847	AT009-01	D06	3924.333333	1.168567393	377.1502795
MS	ST004361	AT009-01	D07	3967.666667	1.348253517	407.4240215
MS	ST004417	AT009-01	D08	3962	1.382424564	257.6761533
MS	ST004732	AT009-01	D09	5540	1.345646839	607.1746042
MS	ST004894	AT009-01	D10	3965.333333	1.180776158	83.51247412
MS	ST004941	AT009-01	D11	3865	1.313366339	215.0883539
MS	L164585	AT009-01	E02	3230.333333	1.12713078	122.320617
MS	L168858	AT009-01	E03	4803.333333	1.166713053	909.0359362
MS	L171808	AT009-01	E04	3465.666667	1.031988039	122.5819454
MS	L171913	AT009-01	E05	3184.666667	1.082182148	109.9287648
MS	L172952	AT009-01	E06	3218	1.122827422	189
MS	ST004365	AT009-01	E07	5341.666667	1.297472358	722.3934754
MS	ST004576	AT009-01	E08	3943	1.174125855	196.2676744
MS	ST004844	AT009-01	E09	3292	1.118655107	183.0737556
MS	ST004896	AT009-01	E10	3735.666667	1.303452136	97.57219549
MS	ST004951	AT009-01	E11	5382	1.307269185	719.5130298
MS	L165638	AT009-01	F02	3428	1.020771857	233.4759088
MS	L168866	AT009-01	F03	3797	1.290259247	123.3045011
MS	L171816	AT009-01	F04	3168.333333	1.105497685	310.4212192
MS	L171956	AT009-01	F05	4812	1.168818157	777.8065312
MS	L172979	AT009-01	F06	4328.666667	1.288967652	1111.418163
MS	ST004382	AT009-01	F07	3244.333333	1.102457488	293.7385459
MS	ST004603	AT009-01	F08	2639.666667	0.921034841	278.5181023
MS	ST004848	AT009-01	F09	5349.333333	1.299334565	623.692499
MS	ST004898	AT009-01	F10	2618.666667	0.779772823	143.6848403
MS	ST004955	AT009-01	F11	2727.333333	0.926775626	212.5778289
MS	L165816	AT009-01	G02	3937	1.373701542	0
MS	L169692	AT009-01	G03	3990	0.9691572	0
MS	L171824	AT009-01	G04	3937	1.172339207	0
MS	L171964	AT009-01	G05	4143	1.407833569	0
MS	L172987	AT009-01	G06	4010.333333	1.399289074	105.077749
MS	ST004385	AT009-01	G07	5544.666667	1.346780356	1075.182
MS	ST004615	AT009-01	G08	4119	1.226534212	277.5734137
MS	ST004870	AT009-01	G09	4058.333333	1.379062973	192.4196802
MS	ST004902	AT009-01	G10	3665.333333	1.278911367	138.3991811
MS	ST004956	AT009-01	G11	5038.333333	1.22379374	571.4974482
MS	L166294	AT009-01	H02	4289	1.27715592	101.5332458
MS	L171042	AT009-01	H03	3802.333333	1.292071568	165.3854085
MS	L171832	AT009-01	H04	3661	1.277399376	124.7116675
MS	L172103	AT009-01	H05	5323.333333	1.293019255	624.8938577
MS	L173002	AT009-01	H06	4354.333333	1.296610538	59.21430007
MS	ST004390	AT009-01	H07	3702	1.25797728	95.69221494
MS	ST004623	AT009-01	H08	3667.666667	1.279725516	211.1429216
MS	ST004879	AT009-01	H09	5355.333333	1.300791944	1056.176279
MS	ST004909	AT009-01	H10	3903.666667	1.162413382	277.0006017
MS	ST004957	AT009-01	H11	3685.333333	1.252313777	105.9449543
MS	L173126	AT010-01	A02	3362.666667	1.173304644	36.52852766
MS	L183032	AT010-01	A03	4389.666667	1.066234851	535.9611304
MS	L183563	AT010-01	A04	3960.333333	1.179287284	88.95129754
MS	L183881	AT010-01	A05	3403.666667	1.156600577	46.5438861
MS	L184497	AT010-01	A06	1387	0.483953274	149.5225735
MS	ST004958	AT010-01	A07	3156.333333	0.76666245	527.0913899
MS	ST004988	AT010-01	A08	1577.666667	0.469789304	53.25723738
MS	ST005150	AT010-01	A09	1466	0.498161721	79.7746827
MS	ST005176	AT010-01	A10	3727.666667	1.300660769	439.5478738
MS	ST005273	AT010-01	A11	4901	1.190435949	1156.07223
MS	L173134	AT010-01	B02	3165	0.942457097	520.9539327
MS	L183156	AT010-01	B03	3866.666667	1.313932689	443.8697256
MS	L183601	AT010-01	B04	2995	1.045018064	368.9485059
MS	L184055	AT010-01	B05	5019.333333	1.219178706	1016.590544
MS	L184527	AT010-01	B06	4301.666667	1.280927734	186.5591953
MS	ST004960	AT010-01	B07	3201.333333	1.087845651	326.9745148
MS	ST004989	AT010-01	B08	2914.333333	1.016871779	411.0113543
MS	ST005152	AT010-01	B09	5361.666667	1.302330289	797.040986
MS	ST005177	AT010-01	B10	3797.333333	1.130749999	332.0426679
MS	ST005280	AT010-01	B11	2943.666667	1.000287895	411.05393
MS	L173274	AT010-01	C02	3556	1.240762683	492.9269723
MS	L183164	AT010-01	C03	4765.333333	1.157482985	602.3838754
MS	L183652	AT010-01	C04	3662.333333	1.090550408	96.03298045
MS	L184063	AT010-01	C05	3698	1.256618039	568.1443479
MS	L184659	AT010-01	C06	3359	1.172025268	322.0916019
MS	ST004969	AT010-01	C07	4958	1.204281052	470.3796339
MS	ST005019	AT010-01	C08	4006	1.192885665	52.16320542
MS	ST005163	AT010-01	C09	3498	1.188656004	282.0850935
MS	ST005178	AT010-01	C10	3645	1.271816642	199.7673647
MS	ST005281	AT010-01	C11	5279	1.282250841	902.0382475
MS	L173460	AT010-01	D02	3383.666667	1.00757051	183.8704254
MS	L183385	AT010-01	D03	3860	1.311667288	204.5458384
MS	L183709	AT010-01	D04	3574.333333	1.247159566	248.1316855
MS	L184209	AT010-01	D05	5631.666667	1.367912355	864.8730157
MS	L184896	AT010-01	D06	3732.666667	1.111493899	271.15002
MS	ST004972	AT010-01	D07	3751.333333	1.274741249	219.4751315
MS	ST005031	AT010-01	D08	3972.333333	1.38603008	45.76388678
MS	ST005167	AT010-01	D09	6147.333333	1.493166005	1177.343337
MS	ST005226	AT010-01	D10	4880.333333	1.453240058	62.17180497
MS	ST005286	AT010-01	D11	4019.666667	1.365923647	146.1859546
MS	L173576	AT010-01	E02	3356	1.170978505	159.5587666
MS	L183407	AT010-01	E03	3993	0.969885889	359.2589595
MS	L183784	AT010-01	E04	3935.666667	1.171942174	72.85830998
MS	L184322	AT010-01	E05	3393.666667	1.153202475	153.154606
MS	L185167	AT010-01	E06	2936.333333	1.024548038	494.0003374
