Library	ID	Plate	Well	Raw Value	Score	Stdev
MS	ST024339	AT051-01	F10	2668	0.616165294	116.2970335
MS	ST024368	AT051-01	F11	3539.666667	0.802082186	332.4595213
MS	R341924	AT051-01	G02	6970	1.338938033	5593.67205
MS	R342602	AT051-01	G03	4342.666667	0.876933627	303.9051387
MS	R343501	AT051-01	G04	3679.333333	0.849729199	402.7224023
MS	R345369	AT051-01	G05	3351.333333	0.759406187	141.3164298
MS	R346756	AT051-01	G06	3846.333333	0.738881203	548.9993928
MS	ST024237	AT051-01	G07	4705.333333	0.950168489	153.6760662
MS	ST024251	AT051-01	G08	3314.666667	0.765510705	67.57465008
MS	ST024312	AT051-01	G09	4010.666667	0.90880995	61.4030401
MS	ST024340	AT051-01	G10	5462.333333	1.049315043	575.8483597
MS	ST024369	AT051-01	G11	5237.333333	1.05759757	138.9328375
MS	R342017	AT051-01	H02	3985.666667	0.920475814	424.7850437
MS	R342637	AT051-01	H03	4348	0.985249085	574.7173218
MS	R344516	AT051-01	H04	5704.333333	1.095803279	954.461803
MS	R345377	AT051-01	H05	4794.333333	0.968140647	375.1777357
MS	R346861	AT051-01	H06	3507.666667	0.810083381	301.3458699
MS	ST024238	AT051-01	H07	4772.333333	1.081402265	606.9566157
MS	ST024252	AT051-01	H08	5638.333333	1.083124669	928.350329
MS	ST024315	AT051-01	H09	6383.666667	1.289081661	673.2282921
MS	ST024355	AT051-01	H10	3922.666667	0.905926184	422.8904507
MS	ST024370	AT051-01	H11	6017.666667	1.363592589	351.0802377
MS	R347574	AT052-01	A02	4629.333333	0.889295619	333.2421542
MS	R348716	AT052-01	A03	5057.666667	1.021316696	201.1400839
MS	R350133	AT052-01	A04	4156.666667	0.959967667	441.6291808
MS	R354511	AT052-01	A05	5208.333333	1.180199092	985.0834144
MS	R361194	AT052-01	A06	7001.333333	1.344957171	391.2152008
MS	ST024372	AT052-01	A07	4318.666667	0.872087202	216.1164809
MS	ST024464	AT052-01	A08	4495.666667	1.038258535	315.8549245
MS	ST024593	AT052-01	A09	5161.666667	1.169624508	1057.192666
MS	ST024632	AT052-01	A10	4590	0.88173968	598.0869502
MS	ST024678	AT052-01	A11	3379.333333	0.682403524	136.1812518
MS	R347582	AT052-01	B02	4868.333333	1.124324602	293.2581343
MS	R349070	AT052-01	B03	4939.666667	1.119319702	307.2740362
MS	R351067	AT052-01	B04	5229.333333	1.004555708	96.96562965
MS	R354678	AT052-01	B05	4867.333333	0.982881856	227.785718
MS	R362484	AT052-01	B06	2894	0.668359205	125.8610345
MS	ST024375	AT052-01	B07	4986.333333	1.129894286	346.3759999
MS	ST024497	AT052-01	B08	6427.666667	1.234755719	4912.481484
MS	ST024594	AT052-01	B09	4292	0.866702286	261.5855501
MS	ST024633	AT052-01	B10	4132	0.954270987	315.257038
MS	ST024685	AT052-01	B11	4033	0.913870644	112.0669443
MS	R347590	AT052-01	C02	6515.666667	1.251660532	815.8653892
MS	R349186	AT052-01	C03	3961.333333	0.799929323	455.9433444
MS	R351245	AT052-01	C04	4098.666667	0.94657277	740.3460902
MS	R354880	AT052-01	C05	4579.666667	1.037744341	970.7256736
MS	R362638	AT052-01	C06	4510	0.866371668	221.8805985
MS	ST024376	AT052-01	C07	4544.333333	0.917657057	301.3740754
MS	ST024562	AT052-01	C08	3489.666667	0.805926344	175.4546475
MS	ST024607	AT052-01	C09	4165	0.94378161	221.7633874
MS	ST024634	AT052-01	C10	3980.666667	0.764686657	541.443749
MS	ST024686	AT052-01	C11	5158.666667	1.041712067	231.1413709
MS	R347620	AT052-01	D02	6316.666667	1.458812133	3424.161552
MS	R349585	AT052-01	D03	4790.333333	1.085481033	232.2591943
MS	R351954	AT052-01	D04	5458.666667	1.048610676	772.1795991
MS	R355941	AT052-01	D05	5725	1.156074228	261.0076627
MS	R362646	AT052-01	D06	9061	2.092606344	2450.528718
MS	ST024385	AT052-01	D07	5282.666667	1.197042893	360.0837865
MS	ST024577	AT052-01	D08	4009	0.770129494	452.9315622
MS	ST024611	AT052-01	D09	4508.666667	0.910454731	184.1367246
MS	ST024651	AT052-01	D10	6409.666667	1.480290159	509.6050759
MS	ST024705	AT052-01	D11	5873.333333	1.330886912	339.6650311
MS	R347744	AT052-01	E02	5361.666667	1.029976961	138.363049
MS	R349607	AT052-01	E03	4290.333333	0.866365728	751.5293297
MS	R352012	AT052-01	E04	3120.666667	0.720707081	105.7938246
MS	R356530	AT052-01	E05	3269.666667	0.740900665	97.16137779
MS	R362719	AT052-01	E06	3238.333333	0.622084313	331.2768228
MS	ST024386	AT052-01	E07	4784.666667	0.966188615	892.0573599
MS	ST024578	AT052-01	E08	2408	0.5561192	37.72267223
MS	ST024612	AT052-01	E09	3134.666667	0.710309905	103.5100639
MS	ST024652	AT052-01	E10	5870	1.12762787	461.7347724
MS	ST024706	AT052-01	E11	6258	1.263705243	2007.503176
MS	R348120	AT052-01	F02	4392	1.01431708	206.4291646
MS	R349798	AT052-01	F03	2998.666667	0.679492546	139.5002987
MS	R352098	AT052-01	F04	4841	0.929956817	1119.675399
MS	R356867	AT052-01	F05	4094.333333	0.826786593	653.2735517
MS	R362808	AT052-01	F06	3174.333333	0.733101211	244.9619018
MS	ST024388	AT052-01	F07	3088	0.699735321	603.5304466
MS	ST024581	AT052-01	F08	4890.333333	0.939433758	94.24613166
MS	ST024614	AT052-01	F09	5458.333333	1.102225064	239.4772084
MS	ST024653	AT052-01	F10	3318.333333	0.766357508	140.3365004
MS	ST024709	AT052-01	F11	4339	0.983209701	158.3698204
MS	R348155	AT052-01	G02	4473.666667	0.85939203	451.4425028
MS	R350060	AT052-01	G03	4833.666667	0.976083399	93.00716818
MS	R353019	AT052-01	G04	3733.666667	0.862277293	132.6700167
MS	R357863	AT052-01	G05	4574.333333	1.036535817	69.29886964
MS	R362816	AT052-01	G06	5989.666667	1.150615854	630.8504841
MS	ST024391	AT052-01	G07	5968.333333	1.205211589	334.5210507
MS	ST024589	AT052-01	G08	4941	1.141106715	168.2498143
MS	ST024626	AT052-01	G09	4723	1.07022342	880.1039711
MS	ST024674	AT052-01	G10	4398	0.844856452	191.595929
MS	ST024713	AT052-01	G11	5056.333333	1.02104745	506.7211594
MS	R348376	AT052-01	H02	4324	0.998612717	468.1570249
MS	R350079	AT052-01	H03	4478	1.014706854	259.4436355
MS	R354139	AT052-01	H04	5498	1.056166615	866.9550161
MS	R358223	AT052-01	H05	5779.666667	1.167113306	30.66485502
MS	R363413	AT052-01	H06	5158.666667	1.191376072	274.0371021
MS	ST024404	AT052-01	H07	4093	0.927466537	204.7559523
MS	ST024592	AT052-01	H08	5060.333333	0.972090783	628.4507406
MS	ST024631	AT052-01	H09	5802.333333	1.171690485	147.6899906
MS	ST024677	AT052-01	H10	5125.666667	1.183754837	279.3856355
MS	ST024716	AT052-01	H11	4510.666667	1.022109063	294.7835364
MS	R363588	AT053-01	A02	3993	1.176837068	1891.911203
MS	R364827	AT053-01	A03	1792	0.694502608	52.20153254
MS	R365963	AT053-01	A04	2574.333333	0.804316837	177.3762479
MS	R367931	AT053-01	A05	2123.333333	0.702415357	580.0218387
MS	R369438	AT053-01	A06	3249	0.957561642	150.06332
MS	ST024734	AT053-01	A07	2076	0.804568869	21
MS	ST024758	AT053-01	A08	3601	1.125085432	151.9901313
MS	ST024785	AT053-01	A09	13184	4.361370831	524.3462596
MS	ST024814	AT053-01	A10	2714	0.799883747	231.1449762
MS	ST024843	AT053-01	A11	2785.666667	1.079605338	127.1626255
MS	R363987	AT053-01	B02	3589	1.121336189	210.5635296
MS	R364835	AT053-01	B03	21182.66667	7.007392637	777.5148444
MS	R365998	AT053-01	B04	3412.666667	1.005798306	181.6048825
MS	R367958	AT053-01	B05	2370	0.918510704	131.8976876
MS	R370258	AT053-01	B06	3264.666667	1.020002473	149.6139477
MS	ST024737	AT053-01	B07	2741.333333	0.906854615	399.0142019
MS	ST024761	AT053-01	B08	3186.666667	0.939190448	278.12647
MS	ST024786	AT053-01	B09	2508.666667	0.972251977	215.5001933
MS	ST024815	AT053-01	B10	2816.333333	0.879926577	49.57149719
MS	ST024845	AT053-01	B11	2626.666667	0.86892198	399.4775755
MS	R364010	AT053-01	C02	3602.333333	1.061697821	189.1674743
MS	R364894	AT053-01	C03	2447.666667	0.948610984	95.34323958
MS	R366242	AT053-01	C04	3494	1.091654679	224.1405809
MS	R367966	AT053-01	C05	2575.666667	0.852050779	359.9129524
MS	R371130	AT053-01	C06	3937.333333	1.160430708	229.5764216
MS	ST024738	AT053-01	C07	2412.666667	0.93504648	54.01234427
MS	ST024763	AT053-01	C08	3023.333333	0.944601025	155.3458507
MS	ST024787	AT053-01	C09	4262	1.409903101	632.7685201
MS	ST024817	AT053-01	C10	5192.333333	1.530310628	258.1517641
MS	ST024847	AT053-01	C11	2438	0.944864597	126.4634335
MS	R364266	AT053-01	D02	3667.666667	1.145914562	260.8109149
MS	R364908	AT053-01	D03	3170	1.048660917	987.7767966
MS	R366463	AT053-01	D04	3527	1.039495202	503.0745472
MS	R368393	AT053-01	D05	2668.666667	1.034261138	347.5116305
MS	R371181	AT053-01	D06	5103	1.59436572	88.19863945
MS	ST024740	AT053-01	D07	3935.666667	1.301949469	355.6547952
MS	ST024768	AT053-01	D08	3580.333333	1.05521387	233.9750699
MS	ST024795	AT053-01	D09	2751.333333	1.066299205	327.9120817
MS	ST024818	AT053-01	D10	4111.666667	1.284636564	224.6983163
MS	ST024849	AT053-01	D11	3537.666667	1.170287941	120.0222202
MS	R364274	AT053-01	E02	3629.333333	1.069655397	183.1784194
MS	R365289	AT053-01	E03	2617	1.014237347	548.1961328
MS	R366749	AT053-01	E04	2791.666667	0.872219799	151.0540742
MS	R368458	AT053-01	E05	3443.333333	1.139081733	173.3791606
MS	R371319	AT053-01	E06	3432.333333	1.011594565	454.0719473
MS	ST024741	AT053-01	E07	2223.666667	0.861798158	71.45161533
MS	ST024772	AT053-01	E08	2598.666667	0.811919469	62.16376222
MS	ST024805	AT053-01	E09	3040.666667	1.005876434	100.857986
MS	ST024819	AT053-01	E10	3231.333333	0.952354833	526.3082113
MS	ST024855	AT053-01	E11	2522	0.977419407	194.5481945
MS	R364312	AT053-01	F02	3084.333333	0.963659678	82.24556726
MS	R365300	AT053-01	F03	3344.666667	1.106442024	184.9116906
MS	R366951	AT053-01	F04	3029	0.892722134	382.3244695
MS	R369373	AT053-01	F05	2388.666667	0.925745106	37.81974793
MS	R371327	AT053-01	F06	2727.333333	0.852119689	198.404469
MS	ST024745	AT053-01	F07	3436.333333	1.136766077	385.6997969
MS	ST024780	AT053-01	F08	2977	0.877396432	524.8199691
MS	ST024806	AT053-01	F09	2206.666667	0.855209685	331.2949341
MS	ST024825	AT053-01	F10	3028.333333	0.946163209	12.70170592
MS	ST024856	AT053-01	F11	3308.333333	1.094422671	278.2900166
MS	R364495	AT053-01	G02	3821	1.126144362	0
MS	R365319	AT053-01	G03	2673	1.035940553	0
MS	R367109	AT053-01	G04	2783	0.869512013	0
MS	R369381	AT053-01	G05	3548	1.173706289	0
MS	R372285	AT053-01	G06	3104.333333	0.914924753	545.7658228
MS	ST024753	AT053-01	G07	2215.333333	0.858568514	59.43343616
MS	ST024781	AT053-01	G08	3406.666667	1.064368519	161.2895946
MS	ST024807	AT053-01	G09	4479.666667	1.481908945	1626.133246
MS	ST024829	AT053-01	G10	3310	0.975539869	242.097088
MS	ST024857	AT053-01	G11	2571.666667	0.996668084	158.4687141
MS	R364606	AT053-01	H02	3203.333333	1.000839674	44.7921124
MS	R365653	AT053-01	H03	3330	1.101590175	187.1282982
MS	R367605	AT053-01	H04	4491.666667	1.323806619	323.7056276
MS	R369411	AT053-01	H05	2810.333333	1.089165083	62.58061468
MS	R372374	AT053-01	H06	2869.666667	0.896589881	63.12157581
MS	ST024755	AT053-01	H07	3132	1.036090219	38.62641583
MS	ST024783	AT053-01	H08	3097.333333	0.912861678	166.004016
MS	ST024810	AT053-01	H09	2354	0.912309787	79.47326595
MS	ST024831	AT053-01	H10	3201.666667	1.000318946	270.0783837
MS	ST024859	AT053-01	H11	3176.666667	1.050866303	252.9749658
MS	R372633	AT054-01	A02	3554.666667	1.047649261	259.0836416
MS	R373613	AT054-01	A03	2235	0.866190474	38.58756276
MS	R375853	AT054-01	A04	3421	1.068846782	32.60368077
MS	R376256	AT054-01	A05	3740.333333	1.237331667	217.8355649
MS	R381896	AT054-01	A06	1990.333333	0.586601063	45.52288802
MS	ST024862	AT054-01	A07	1382.666667	0.535862503	124.1141947
MS	ST024887	AT054-01	A08	1925	0.601441115	298.055364
MS	ST024938	AT054-01	A09	1772	0.586191529	72.62919523
MS	ST024974	AT054-01	A10	2861.666667	0.843404811	264.3205125
MS	ST025069	AT054-01	A11	1850.666667	0.7172393	107.9691314
MS	R372919	AT054-01	B02	3251	1.015732502	528.2754963
MS	R374296	AT054-01	B03	2775	0.917991813	564.4652337
MS	R375969	AT054-01	B04	3118.333333	0.919050904	31.08590249
MS	R376337	AT054-01	B05	1826.666667	0.707937926	174.3626489
MS	R383570	AT054-01	B06	2889.333333	0.902734474	400.3028021
MS	ST024866	AT054-01	B07	3195	1.056931114	455.4942371
MS	ST024888	AT054-01	B08	3497.333333	1.030751692	531.5188927
MS	ST024959	AT054-01	B09	1866	0.723181845	91.09884741
MS	ST024976	AT054-01	B10	3206	1.001672839	68.78953409
MS	ST025070	AT054-01	B11	2682	0.887226681	228.0592028
MS	R373001	AT054-01	C02	4015	1.183321019	297.2339146
MS	R374849	AT054-01	C03	2269.666667	0.879625792	231.6923247
MS	R375985	AT054-01	C04	3326.333333	1.039269418	118.9383594
MS	R376353	AT054-01	C05	2583	0.854476703	440.8548514
MS	R385085	AT054-01	C06	3676.666667	1.083605715	659.9926767
MS	ST024869	AT054-01	C07	2508.666667	0.972251977	28.98850347
MS	ST024898	AT054-01	C08	3801.666667	1.187781112	375.2097191
MS	ST024960	AT054-01	C09	3453	1.142279542	463.4306852
MS	ST024981	AT054-01	C10	2967.666667	0.874645665	526.5133743
MS	ST025071	AT054-01	C11	2333	0.904171085	375.902913
MS	R373192	AT054-01	D02	2873.666667	0.897839629	188.1710215
MS	R374938	AT054-01	D03	3510	1.16113559	441.7929379
MS	R375993	AT054-01	D04	3624.666667	1.068280013	54.01234427
MS	R376361	AT054-01	D05	2489	0.964630017	195.5019181
MS	R386510	AT054-01	D06	3235	1.010733511	366.6278767
MS	ST024874	AT054-01	D07	2805	0.927916048	159.3392607
MS	ST024900	AT054-01	D08	4046.333333	1.192555737	100.0266631
MS	ST024961	AT054-01	D09	2645	1.02508895	152.561463
MS	ST025034	AT054-01	D10	3429.333333	1.071450423	128.461408
MS	ST025074	AT054-01	D11	3998	1.322569826	596.1576973
MS	R373273	AT054-01	E02	2955.666667	0.871108964	302.7314542
MS	R374997	AT054-01	E03	2189.666667	0.848621211	146.2885277
MS	R376000	AT054-01	E04	3448.666667	1.077490871	266.0307
MS	R376426	AT054-01	E05	7238	2.394387293	278.0053956
MS	R386782	AT054-01	E06	3607	1.063073204	335.5413536
MS	ST024876	AT054-01	E07	2214	0.858051771	166.2317659
MS	ST024901	AT054-01	E08	3003	0.93824814	39.73663297
MS	ST024962	AT054-01	E09	14981.66667	4.956053095	425.3872745
MS	ST025040	AT054-01	E10	3951.666667	1.1646551	898.6402691
MS	ST025078	AT054-01	E11	1862.666667	0.721889988	116.9030938
MS	R373400	AT054-01	F02	2978	0.930437216	189.1850946
MS	R375772	AT054-01	F03	3028.666667	1.00190674	496.546406
MS	R376132	AT054-01	F04	3623	1.067788805	397.9057677
MS	R376582	AT054-01	F05	2245.666667	0.870324418	45.08140785
MS	R386790	AT054-01	F06	3618.666667	1.130605151	493.441317
MS	ST024878	AT054-01	F07	2874	0.950741791	846.4685464
MS	ST024902	AT054-01	F08	3547.333333	1.045487944	631.7897857
MS	ST024963	AT054-01	F09	2004.333333	0.776793933	30.59956427
MS	ST025047	AT054-01	F10	2585	0.807649498	60.2245797
MS	ST025091	AT054-01	F11	3132.666667	1.036310757	134.6006439
MS	R373435	AT054-01	G02	3628	1.06926243	512.5973078
MS	R375837	AT054-01	G03	2198.333333	0.851980041	90.29027264
MS	R376140	AT054-01	G04	3236	1.011045948	133.067652
MS	R377740	AT054-01	G05	3157.333333	1.044470684	134.2435597
MS	R386987	AT054-01	G06	3062	0.90244806	65.48282217
MS	ST024881	AT054-01	G07	2759.666667	1.069528849	144.2266734
MS	ST024903	AT054-01	G08	2553.666667	0.797859807	190.6786127
MS	ST024966	AT054-01	G09	2706.666667	0.895386609	307.6724449
MS	ST025048	AT054-01	G10	2739	0.807251873	131.4115672
MS	ST025094	AT054-01	G11	2761	1.070045592	590.4040989
MS	R373591	AT054-01	H02	3158	0.986675866	497.2675336
MS	R375845	AT054-01	H03	3053	1.009956398	138.8488387
MS	R376183	AT054-01	H04	3563.666667	1.050301786	263.9703266
MS	R380113	AT054-01	H05	1591	0.616603599	45.82575695
MS	R387088	AT054-01	H06	2848.333333	0.889924559	171.202609
MS	ST024885	AT054-01	H07	2869.333333	0.949198021	364.4521002
MS	ST024905	AT054-01	H08	3564.333333	1.05049827	172.0968719
MS	ST024969	AT054-01	H09	2610	1.011524446	148.0709289
MS	ST025056	AT054-01	H10	4477.333333	1.39888434	509.487324
MS	ST025095	AT054-01	H11	3708.666667	1.226856085	107.0716271
MS	R387134	AT055-01	A02	3371.333333	0.993616338	359.8462635
MS	R391980	AT055-01	A03	1916	0.742559708	76.29547824
MS	R396354	AT055-01	A04	2933.333333	0.9164817	19.73153145
MS	R397768	AT055-01	A05	3047.666667	1.008192089	160.0541575
MS	R402818	AT055-01	A06	2384.666667	0.702820969	124.8412325
MS	ST025103	AT055-01	A07	1614.333333	0.625646602	92.91573243
MS	ST025261	AT055-01	A08	3276.666667	1.023751717	211.4529104
MS	ST025332	AT055-01	A09	2452.666667	0.811361412	211.1216079
MS	ST025446	AT055-01	A10	3638.333333	1.072307922	466.4604306
MS	ST025468	AT055-01	A11	1872	0.725507189	219.9386278
MS	R388661	AT055-01	B02	2965.666667	0.926583827	318.5315264
MS	R394394	AT055-01	B03	3155.333333	1.043809069	162.9304555
MS	R396362	AT055-01	B04	2759.666667	0.813342857	250.6438376
MS	R397784	AT055-01	B05	1928.333333	0.747339581	191.6489847
MS	R402842	AT055-01	B06	2536.666667	0.792548379	84.87834431
MS	ST025106	AT055-01	B07	2576	0.852161048	316.595957
MS	ST025262	AT055-01	B08	3500.666667	1.031734109	435.9556552
MS	ST025383	AT055-01	B09	1966.333333	0.762066757	60.33517493
MS	ST025450	AT055-01	B10	2804	0.876073188	67.91170739
MS	ST025469	AT055-01	B11	2967.666667	0.98172746	432.5810136
MS	R389633	AT055-01	C02	4138.666667	1.219768682	453.5000919
MS	R394424	AT055-01	C03	1821.333333	0.705870954	52.91817583
MS	R396540	AT055-01	C04	2882.666667	0.900651561	430.9249741
MS	R399191	AT055-01	C05	3153.666667	1.043257722	569.3306011
MS	R402974	AT055-01	C06	2830.333333	0.834170093	272.0153182
MS	ST025111	AT055-01	C07	2673.666667	1.036198925	98.39884823
MS	ST025271	AT055-01	C08	3834	1.19788324	613.2495414
MS	ST025384	AT055-01	C09	3003.333333	0.993526274	377.7781536
MS	ST025453	AT055-01	C10	3499.333333	1.031341142	445.2441278
MS	ST025474	AT055-01	C11	2276.333333	0.882209507	206.8074789
MS	R390259	AT055-01	D02	2594	0.81046143	165.7437782
MS	R394645	AT055-01	D03	1929.666667	0.638348901	226.6634804
MS	R396567	AT055-01	D04	3431.666667	1.011398081	753.393213
MS	R399248	AT055-01	D05	2507	0.971606048	53.3291665
MS	R403105	AT055-01	D06	3300.666667	1.031250203	141.9589142
MS	ST025114	AT055-01	D07	3539.333333	1.170839287	257.0920717
MS	ST025284	AT055-01	D08	4066.666667	1.198548479	315.0338606
MS	ST025386	AT055-01	D09	2753.333333	1.067074319	247.5021885
MS	ST025458	AT055-01	D10	3579	1.118211819	150.6386405
MS	ST025481	AT055-01	D11	3568	1.180322446	20.0748599
MS	R390305	AT055-01	E02	2576.333333	0.759309934	224.9807399
MS	R395013	AT055-01	E03	2176.333333	0.843453781	129.9628152
MS	R396761	AT055-01	E04	3054	0.954182424	1212.350197
MS	R399566	AT055-01	E05	11336.33333	3.750148174	461.4773378
MS	R403199	AT055-01	E06	5837.333333	1.720408276	3081.494172
MS	ST025117	AT055-01	E07	1957.333333	0.758578741	118.1284611
MS	ST025285	AT055-01	E08	3161.666667	0.987821468	187.8864906
MS	ST025398	AT055-01	E09	2983	0.986799847	134.8369386
MS	ST025460	AT055-01	E10	3205.333333	0.944691982	234.0049857
MS	ST025483	AT055-01	E11	2342.666667	0.907917472	363.7311278
MS	R391387	AT055-01	F02	2847.666667	0.889716268	645.0118862
MS	R395056	AT055-01	F03	2900.666667	0.959563334	184.5815086
MS	R396931	AT055-01	F04	2599.666667	0.766186852	374.1354478
MS	R400092	AT055-01	F05	2622	1.016175133	701.1212449
MS	R403261	AT055-01	F06	2931.666667	0.915960971	174.3454425
MS	ST025125	AT055-01	F07	2406	0.795923712	217.19116
MS	ST025314	AT055-01	F08	3248	0.957266917	124.3020515
MS	ST025409	AT055-01	F09	2008.666667	0.778473347	37.58102358
MS	ST025461	AT055-01	F10	2633	0.822646471	88.35722947
MS	ST025488	AT055-01	F11	2992.333333	0.989887387	534.7955996
MS	R391468	AT055-01	G02	3903.666667	1.150508298	524.3255986
MS	R395439	AT055-01	G03	2121.666667	0.822267318	82.13606597
MS	R397040	AT055-01	G04	2636.666667	0.823792073	98.50042301
MS	R402737	AT055-01	G05	2948	0.975221572	85.98255637
MS	R403288	AT055-01	G06	4748	1.39935447	634.2152631
MS	ST025126	AT055-01	G07	2675.666667	1.036974039	120.9724487
MS	ST025318	AT055-01	G08	2223.333333	0.69465147	177.0602534
MS	ST025417	AT055-01	G09	3816	1.262362795	656.6490691
MS	ST025462	AT055-01	G10	2637	0.77718992	375.9082335
MS	ST025492	AT055-01	G11	2079.333333	0.805860727	56.44761583
MS	R391778	AT055-01	H02	2103.333333	0.657159037	90.56121318
MS	R396346	AT055-01	H03	3535.333333	1.169516056	259.5232809
MS	R397350	AT055-01	H04	3135.666667	0.924159471	395.6947477
MS	R402796	AT055-01	H05	2220.333333	0.8605063	178.785719
MS	R403369	AT055-01	H06	3276	1.023543425	352.8583285
MS	ST025237	AT055-01	H07	3211.666667	1.062444578	272.7312474
MS	ST025331	AT055-01	H08	3515.666667	1.036154984	282.1459433
MS	ST025429	AT055-01	H09	2099	0.813482686	51.73006863
MS	ST025464	AT055-01	H10	3269	1.021356367	71.52621897
MS	ST025495	AT055-01	H11	3999	1.322900634	772.2091686
MS	R404071	AT056-01	A02	3433.666667	1.011987531	228.390747
MS	R406090	AT056-01	A03	3541	1.372340254	1454.183276
MS	R407216	AT056-01	A04	3019.666667	0.943455422	140.0797392
MS	R407526	AT056-01	A05	8728.666667	2.887511544	994.3285842
MS	R408085	AT056-01	A06	4994.333333	1.471955071	982.7483571
MS	ST025496	AT056-01	A07	2155	0.835185893	136.0404352
MS	ST025512	AT056-01	A08	4067	1.270681047	814.9742327
MS	ST025544	AT056-01	A09	3747.666667	1.239757591	996.0202475
MS	ST025578	AT056-01	A10	2753	0.811378024	371.4242857
MS	ST025746	AT056-01	A11	2067	0.801080854	167.895801
MS	R404233	AT056-01	B02	3318.666667	1.036874068	681.1404652
MS	R406139	AT056-01	B03	2577	0.852491856	164.7391878
MS	R407232	AT056-01	B04	2826.333333	0.832991193	156.857685
MS	R407534	AT056-01	B05	2876	1.114614677	173.1444484
MS	R408468	AT056-01	B06	3272.333333	1.022397823	204.3558987
MS	ST025497	AT056-01	B07	3458	1.143933581	257.5364052
MS	ST025514	AT056-01	B08	2607.333333	0.76844641	388.8011488
MS	ST025545	AT056-01	B09	2110	0.817745816	290.0879177
MS	ST025580	AT056-01	B10	2906	0.907941757	148.2329248
MS	ST025759	AT056-01	B11	3066.666667	1.014477438	273.9933089
MS	R404314	AT056-01	C02	3767.333333	1.110327452	269.1121204
MS	R406147	AT056-01	C03	2443.666667	0.947060755	158.0042194
MS	R407321	AT056-01	C04	3070.333333	0.959285561	54.99393906
MS	R407542	AT056-01	C05	3037	1.004663472	434.9287298
MS	R410527	AT056-01	C06	3207.666667	0.945379673	488.9226251
MS	ST025498	AT056-01	C07	2388.666667	0.925745106	227.0690057
MS	ST025520	AT056-01	C08	1960	0.612376408	79.83107165
MS	ST025546	AT056-01	C09	3533	1.168744171	401.4324352
MS	ST025586	AT056-01	C10	2759.666667	0.813342857	354.4126597
MS	ST025760	AT056-01	C11	2524.666667	0.978452893	88.79376855
MS	R404594	AT056-01	D02	3166.666667	0.989383653	75.87050371
MS	R406163	AT056-01	D03	3463	1.14558762	156.0416611
MS	R407380	AT056-01	D04	4005.666667	1.180570252	490.4205678
MS	R407577	AT056-01	D05	2449	0.949127727	85
MS	R410594	AT056-01	D06	2938.666667	0.91814803	487.5021367
MS	ST025500	AT056-01	D07	3511.666667	1.161686936	277.9610284
MS	ST025522	AT056-01	D08	3067.666667	0.904118168	482.6057742
MS	ST025553	AT056-01	D09	1994	0.772789174	63.64746656
MS	ST025591	AT056-01	D10	3473	1.085093503	66.09084657
MS	ST025765	AT056-01	D11	3590	1.187600219	204.4798279
MS	R405892	AT056-01	E02	3271.333333	0.964143834	205.5585886
MS	R406236	AT056-01	E03	2373.333333	0.919802561	30.66485502
MS	R407402	AT056-01	E04	2623.333333	0.819626247	126.381697
MS	R407607	AT056-01	E05	2968	0.98183773	176.4341237
MS	R410667	AT056-01	E06	2828	0.833482401	326.2192514
MS	ST025502	AT056-01	E07	2666.666667	1.033486024	483.0117321
MS	ST025532	AT056-01	E08	2339.333333	0.730894155	48.88080741
MS	ST025554	AT056-01	E09	3056	1.010948821	568.7776367
MS	ST025622	AT056-01	E10	3941.666667	1.16170785	136.4563422
MS	ST025779	AT056-01	E11	2480.333333	0.961271188	164.8645909
MS	R405922	AT056-01	F02	3885.666667	1.214025815	667.4461277
MS	R406473	AT056-01	F03	3088	1.021534673	102.3669869
MS	R407453	AT056-01	F04	3905	1.150901265	200.3896205
MS	R407836	AT056-01	F05	1914.333333	0.741913779	319.2496411
MS	R411108	AT056-01	F06	2891.666667	0.903463494	116.6290416
MS	ST025503	AT056-01	F07	2821.333333	0.933319243	531.9909147
MS	ST025534	AT056-01	F08	3504	1.032716526	213.950929
MS	ST025555	AT056-01	F09	2821	1.093299027	205.4823593
MS	ST025624	AT056-01	F10	3447	1.076970143	75.62407024
MS	ST025781	AT056-01	F11	3067.333333	1.014697977	109.6235984
MS	R405949	AT056-01	G02	3858.333333	1.13714743	577.9700108
MS	R406899	AT056-01	G03	3000	1.162671777	273.6658546
MS	R407488	AT056-01	G04	2917.333333	0.911482709	129.1678495
MS	R407852	AT056-01	G05	2379.666667	0.787212438	790.2368843
MS	R411426	AT056-01	G06	4543.333333	1.33903408	917.5387367
MS	ST025504	AT056-01	G07	2841.333333	1.101179358	250.3604069
MS	ST025537	AT056-01	G08	3377.333333	1.055203702	197.9149649
MS	ST025566	AT056-01	G09	3120.333333	1.032230794	424.7261863
MS	ST025744	AT056-01	G10	5367.333333	1.581887509	3582.66065
MS	ST025783	AT056-01	G11	3102.666667	1.202460989	256.273942
MS	R405965	AT056-01	H02	2797.666667	0.874094421	68.23733094
MS	R407143	AT056-01	H03	3110.333333	1.028922715	167.1954944
MS	R407496	AT056-01	H04	4137.666667	1.219473957	1126.432569
MS	R407968	AT056-01	H05	2827	1.095624371	48.66210024
MS	R411442	AT056-01	H06	3534.333333	1.104256302	374.0218354
MS	ST025511	AT056-01	H07	2496.666667	0.825916958	803.1994356
MS	ST025541	AT056-01	H08	4228.666667	1.246293935	898.695907
